,Unnamed: 0,temperature (K),x(1),x(2),ln_gamma_1,ln_gamma_2,cas_number_1,cas_number_2,names_1,names_2,SMILES_x,NAME_x,boilingPoint[K]_x,cas_number_x,SMILES_y,NAME_y,boilingPoint[K]_y,cas_number_y
132,132,298.15,0.0,1.0,0.01771247,0.0,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
133,133,298.15,0.1,0.9,0.00605753,0.00058454,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
134,134,298.15,0.2,0.8,-0.00283268,0.00212211,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
135,135,298.15,0.3,0.7,-0.00908842,0.00417186,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
136,136,298.15,0.4,0.6,-0.01283546,0.0061465,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
137,137,298.15,0.5,0.5,-0.01421565,0.00721617,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
138,138,298.15,0.6,0.4,-0.01341417,0.00614416,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
139,139,298.15,0.7,0.3,-0.01072474,0.00098562,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
140,140,298.15,0.8,0.2,-0.00668065,-0.01148307,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
141,141,298.15,0.9,0.1,-0.00234586,-0.03693521,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
142,142,298.15,1.0,0.0,0.0,-0.08604696,108-88-3,75-29-6,toluene,2-chloropropane,Cc1ccccc1,toluene,383.75,108-88-3,CC(C)Cl,isopropyl chloride,308.89,75-29-6
143,143,298.15,0.0,1.0,-0.35114673,0.0,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
144,144,298.15,0.1,0.9,-0.30778122,-0.00246193,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
145,145,298.15,0.2,0.8,-0.2655832,-0.01010146,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
146,146,298.15,0.3,0.7,-0.22482501,-0.02389142,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
147,147,298.15,0.4,0.6,-0.18576431,-0.04514841,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
148,148,298.15,0.5,0.5,-0.14860202,-0.07581183,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
149,149,298.15,0.6,0.4,-0.1134305,-0.11913448,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
150,150,298.15,0.7,0.3,-0.08015987,-0.18147703,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
151,151,298.15,0.8,0.2,-0.04854238,-0.2777907,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
152,152,298.15,0.9,0.1,-0.01892124,-0.4519779,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
153,153,298.15,1.0,0.0,0.0,-0.88627146,71-43-2,502-42-1,benzene,cycloheptanone,c1ccccc1,benzene,353.15,71-43-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
154,154,298.15,0.0,1.0,1.79460094,0.0,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
155,155,298.15,0.1,0.9,1.14790024,0.02670679,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
156,156,298.15,0.2,0.8,0.86473772,0.07519464,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
157,157,298.15,0.3,0.7,0.67588152,0.13747567,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
158,158,298.15,0.4,0.6,0.52732636,0.21720959,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
159,159,298.15,0.5,0.5,0.39376399,0.32672632,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
160,160,298.15,0.6,0.4,0.26225086,0.48825819,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
161,161,298.15,0.7,0.3,0.14123332,0.7133405,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
162,162,298.15,0.8,0.2,0.05673854,0.96451772,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
163,163,298.15,0.9,0.1,0.01563527,1.19443411,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
164,164,298.15,1.0,0.0,0.0,1.5373017,7732-18-5,67-64-1,h2o,propanone,O,water,373.15,7732-18-5,CC(C)=O,acetone,329.15,67-64-1
165,165,298.15,0.0,1.0,2.21485912,0.0,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
166,166,298.15,0.1,0.9,1.47461522,0.03680359,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
167,167,298.15,0.2,0.8,0.98367689,0.12161155,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
168,168,298.15,0.3,0.7,0.65942136,0.22847655,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
169,169,298.15,0.4,0.6,0.43684816,0.34752101,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
170,170,298.15,0.5,0.5,0.27931413,0.47583768,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
171,171,298.15,0.6,0.4,0.16704971,0.61260027,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
172,172,298.15,0.7,0.3,0.08877449,0.7575856,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
173,173,298.15,0.8,0.2,0.03761198,0.91067868,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
174,174,298.15,0.9,0.1,0.00905613,1.07169631,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
175,175,298.15,1.0,0.0,0.0,1.24046601,142-96-1,67-64-1,di-n-butylether,propanone,CCCCOCCCC,dibutyl ether,414.15,142-96-1,CC(C)=O,acetone,329.15,67-64-1
176,176,298.15,0.0,1.0,0.86263466,0.0,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
177,177,298.15,0.1,0.9,0.69560125,0.00872752,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
178,178,298.15,0.2,0.8,0.55043348,0.03431499,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
179,179,298.15,0.3,0.7,0.42379427,0.07651924,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
180,180,298.15,0.4,0.6,0.31412045,0.13558464,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
181,181,298.15,0.5,0.5,0.22070278,0.21204915,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
182,182,298.15,0.6,0.4,0.14331369,0.30670227,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
183,183,298.15,0.7,0.3,0.08203916,0.42061878,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
184,184,298.15,0.8,0.2,0.03723286,0.5552675,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
185,185,298.15,0.9,0.1,0.00953782,0.71272611,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
186,186,298.15,1.0,0.0,0.0,0.89607946,75-29-6,110-54-3,2-chloropropane,hexane,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CCCCCC,hexane,341.85,110-54-3
187,187,298.15,0.0,1.0,4.33770417,0.0,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
188,188,298.15,0.1,0.9,2.06127375,0.07360927,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
189,189,298.15,0.2,0.8,1.40566364,0.18573864,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
190,190,298.15,0.3,0.7,0.99847234,0.32002843,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
191,191,298.15,0.4,0.6,0.70679087,0.47633643,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
192,192,298.15,0.5,0.5,0.48530615,0.65715561,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
193,193,298.15,0.6,0.4,0.31357303,0.86693673,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
194,194,298.15,0.7,0.3,0.18145118,1.11258779,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
195,195,298.15,0.8,0.2,0.08442521,1.40470768,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
196,196,298.15,0.9,0.1,0.02238316,1.75915576,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
197,197,298.15,1.0,0.0,0.0,2.19560032,64-17-5,110-82-7,ethanol,cyclohexane,CCO,ethanol,351.52,64-17-5,C1CCCCC1,cyclohexane,353.9,110-82-7
198,198,298.15,0.0,1.0,-0.15275226,0.0,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
199,199,298.15,0.1,0.9,-0.13622332,-0.00083049,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
200,200,298.15,0.2,0.8,-0.11957234,-0.00372582,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
201,201,298.15,0.3,0.7,-0.10279511,-0.00927363,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
202,202,298.15,0.4,0.6,-0.08591494,-0.01831866,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
203,203,298.15,0.5,0.5,-0.06897072,-0.03215186,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
204,204,298.15,0.6,0.4,-0.05206823,-0.05279775,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
205,205,298.15,0.7,0.3,-0.03545258,-0.08372445,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
206,206,298.15,0.8,0.2,-0.01972882,-0.13126043,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
207,207,298.15,0.9,0.1,-0.00647493,-0.20793476,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
208,208,298.15,1.0,0.0,0.0,-0.34169927,71-43-2,97-63-2,benzene,ethylmethacrylate,c1ccccc1,benzene,353.15,71-43-2,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
209,209,298.15,0.0,1.0,1.43865803,0.0,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
210,210,298.15,0.1,0.9,1.1881033,0.01304828,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
211,211,298.15,0.2,0.8,0.9733125,0.05085057,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
212,212,298.15,0.3,0.7,0.78704072,0.11292372,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
213,213,298.15,0.4,0.6,0.62389636,0.20088203,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
214,214,298.15,0.5,0.5,0.48010856,0.31879472,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
215,215,298.15,0.6,0.4,0.35264104,0.47514595,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
216,216,298.15,0.7,0.3,0.23962245,0.68633605,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
217,217,298.15,0.8,0.2,0.14002074,0.98884372,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
218,218,298.15,0.9,0.1,0.05486657,1.4875524,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
219,219,298.15,1.0,0.0,0.0,2.96917105,108-88-3,64-17-5,toluene,ethanol,Cc1ccccc1,toluene,383.75,108-88-3,CCO,ethanol,351.52,64-17-5
220,220,298.15,0.0,1.0,0.33932791,0.0,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
221,221,298.15,0.1,0.9,0.27378305,0.00344295,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
222,222,298.15,0.2,0.8,0.21572598,0.01368233,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
223,223,298.15,0.3,0.7,0.16489967,0.03061962,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
224,224,298.15,0.4,0.6,0.12109599,0.05420312,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
225,225,298.15,0.5,0.5,0.08415407,0.08442777,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
226,226,298.15,0.6,0.4,0.05395953,0.12133568,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
227,227,298.15,0.7,0.3,0.0304442,0.16501724,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
228,228,298.15,0.8,0.2,0.01358659,0.2156131,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
229,229,298.15,0.9,0.1,0.00341311,0.27331691,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
230,230,298.15,1.0,0.0,0.0,0.33837895,108-88-3,110-54-3,toluene,hexane,Cc1ccccc1,toluene,383.75,108-88-3,CCCCCC,hexane,341.85,110-54-3
231,231,298.15,0.0,1.0,1.01650006,0.0,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
232,232,298.15,0.1,0.9,0.87167262,0.00924822,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
233,233,298.15,0.2,0.8,0.70517052,0.0386111,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
234,234,298.15,0.3,0.7,0.55524713,0.08859389,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
235,235,298.15,0.4,0.6,0.42033197,0.16130123,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
236,236,298.15,0.5,0.5,0.2995754,0.26025279,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
237,237,298.15,0.6,0.4,0.19355696,0.39006758,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
238,238,298.15,0.7,0.3,0.10471604,0.55533266,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
239,239,298.15,0.8,0.2,0.03806803,0.75519789,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
240,240,298.15,0.9,0.1,0.00209142,0.95390659,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
241,241,298.15,1.0,0.0,0.0,0.89249886,7732-18-5,67-71-0,h2o,dimethylsulfone,O,water,373.15,7732-18-5,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
242,242,298.15,0.0,1.0,0.34590451,0.0,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
243,243,298.15,0.1,0.9,0.27057678,0.00392432,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
244,244,298.15,0.2,0.8,0.20685129,0.01513014,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
245,245,298.15,0.3,0.7,0.15349869,0.03287443,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
246,246,298.15,0.4,0.6,0.10948142,0.05653545,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
247,247,298.15,0.5,0.5,0.07391849,0.08559032,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
248,248,298.15,0.6,0.4,0.04605785,0.11959745,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
249,249,298.15,0.7,0.3,0.02525449,0.15818267,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
250,250,298.15,0.8,0.2,0.01095298,0.20102817,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
251,251,298.15,0.9,0.1,0.00267342,0.24786361,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
252,252,298.15,1.0,0.0,0.0,0.29845894,108-88-3,110-82-7,toluene,cyclohexane,Cc1ccccc1,toluene,383.75,108-88-3,C1CCCCC1,cyclohexane,353.9,110-82-7
253,253,298.15,0.0,1.0,9.27461304,0.0,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
254,254,298.15,0.1,0.9,5.47930012,0.17425142,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
255,255,298.15,0.2,0.8,3.60583975,0.4949948,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
256,256,298.15,0.3,0.7,2.48180964,0.86449275,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
257,257,298.15,0.4,0.6,1.73273687,1.26471404,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
258,258,298.15,0.5,0.5,1.19996982,1.69866562,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
259,259,298.15,0.6,0.4,0.80486316,2.18060303,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
260,260,298.15,0.7,0.3,0.50434207,2.73916553,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
261,261,298.15,0.8,0.2,0.27368241,3.43539799,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
262,262,298.15,0.9,0.1,0.10042451,4.44113383,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
263,263,298.15,1.0,0.0,0.0,7.15019081,108-88-3,7732-18-5,toluene,h2o,Cc1ccccc1,toluene,383.75,108-88-3,O,water,373.15,7732-18-5
264,264,298.15,0.0,1.0,0.55025765,0.0,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
265,265,298.15,0.1,0.9,0.38950762,0.00803777,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
266,266,298.15,0.2,0.8,0.27217043,0.02837095,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
267,267,298.15,0.3,0.7,0.18684266,0.05651554,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
268,268,298.15,0.4,0.6,0.12469241,0.0897438,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
269,269,298.15,0.5,0.5,0.07959281,0.1264632,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
270,270,298.15,0.6,0.4,0.04728513,0.16581574,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
271,271,298.15,0.7,0.3,0.0248959,0.20729614,97-63-2,67-64-1,ethylmethacrylate,propanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CC(C)=O,acetone,329.15,67-64-1
